keyword,reel_id,reel_url,timestamp
love me now,?s=single_unit&__cft__[0]=AZVgLY7CvWDLE7GA1qz5zZGnI6Rl3tM8W0xRnExzn3QeK82_p-MnMTtWvhv5LF22sZsC1vMm0Tb5UJXnofkblQcpgVeb5yU16zzXigVXOv7F0vd_trKnMzISMW8D7y6K7xoKnA9XZtCUm8quouvc8kzM5devEmDOTqkBwCKx7FGk0bPlpTSF19RY0YgXvNjWHzCwULn97sKB6C_bvlrs1QDV&__tn__=H-R,https://www.facebook.com/reel/1072259897826982/?s=single_unit&__cft__[0]=AZVgLY7CvWDLE7GA1qz5zZGnI6Rl3tM8W0xRnExzn3QeK82_p-MnMTtWvhv5LF22sZsC1vMm0Tb5UJXnofkblQcpgVeb5yU16zzXigVXOv7F0vd_trKnMzISMW8D7y6K7xoKnA9XZtCUm8quouvc8kzM5devEmDOTqkBwCKx7FGk0bPlpTSF19RY0YgXvNjWHzCwULn97sKB6C_bvlrs1QDV&__tn__=H-R,2025-08-05T01:30:59.700133
love me now,?s=single_unit&__cft__[0]=AZVAc8o3xR8vCvxxt4N7WYFm1owUgDw2N-QmPolQ0GhiX63GiyDh6FQqHVDpEsrGi6zcLCHwXIO9dgUY2CcLcOQ4B5dbhiRnPxZEGRej52jM0daIxD7rsXD_zzoEWt-jnTX1-XzjbZdUabaCfBHgzy8D1lgmOmrqJlqNbwNDcD_F5zkedKRwk3nOod0ad8zdTXQVgCZ2genoCDChZ3HuAsR_&__tn__=H-R,https://www.facebook.com/reel/604060751982230/?s=single_unit&__cft__[0]=AZVAc8o3xR8vCvxxt4N7WYFm1owUgDw2N-QmPolQ0GhiX63GiyDh6FQqHVDpEsrGi6zcLCHwXIO9dgUY2CcLcOQ4B5dbhiRnPxZEGRej52jM0daIxD7rsXD_zzoEWt-jnTX1-XzjbZdUabaCfBHgzy8D1lgmOmrqJlqNbwNDcD_F5zkedKRwk3nOod0ad8zdTXQVgCZ2genoCDChZ3HuAsR_&__tn__=H-R,2025-08-05T01:31:01.704032
